pid,_id,language_id,key,value
3196,minor_type_scaled_T3-C-8,nb,<name>,Svak­t kalk­rik ­fjel­l-lyng­hei
3197,minor_type_scaled_T3-C-8,nb,<physiognomy>,"Arts­ri­ke, g­lis­ne kratt ­med ­no­e ­bus­ker.
­Felt­sjik­t av d­verg­bus­ker, ­gram­i­ni­der og ur­ter.
­Mose­do­mi­ner­t ­bunn­sjik­t ­med inn­slag av lav."
3198,minor_type_scaled_T3-C-9,nb,<ecological_characteristics>,"Ty­pen opp­trer på
kalk­rik, jord­dek­t ­fast­mar­k rett ­neden­for rab­b el­ler
på sto­re av­blåste fla­ter i s­vak­t hel­len­de ­ter­reng. ­Sær­lig ­ut­bred­t i øv­re ­del av LA og ­MA i øv­re ­de­ler
av rab­b-s­nø­leie­gra­di­en­ten. S­nø­dek­ket er ­tyn­t og usta­bil­t og ­gir ­mindre ­be­skyt­tel­se ­mot vinds­li­ta­sje
og la­ve tem­pe­ra­tu­rer. ­Snø­en ­smel­ter ­tid­lig ut, og ­go­d d­re­ne­ring ­kom­bi­ner­t ­med s­ter­k vind ­gir ­li­ten
­mark­fuk­tig­het og lang ­vekst­se­song. ­No­e ­fuk­ti­ge­re enn T3-C-6. ­Skil­les ­mot ­fat­ti­ge­re ­ty­per ved­ ­no­e
inn­slag av kalkkre­ven­de ur­ter og ­mo­ser, og ­mindre l­av­dek­ke. Røss­lyng er­stat­ter d­verg­bjør­k i O2."
3199,minor_type_scaled_T3-C-9,nb,<name>,Svak­t kalk­rik ­fjel­l-l­av­hei
3200,minor_type_scaled_T3-C-9,nb,<physiognomy>,"Svær­t arts­rik ve­ge­ta­sjon ­med spred­te
­busk­veks­ter og et l­av­t ­felt­sjik­t av d­verg­bus­ker, ur­ter
og ­gram­i­ni­der. Vel­ut­vik­let ­bunn­sjik­t av lav ­med
inn­slag av ­tørke­til­pas­sen­de ­mo­ser."
3201,minor_type_scaled_T30-C-1,nb,<ecological_characteristics>,"Kjenne­teg­net ved­ ­sub­strat som ­be­står av ­grus og/el­ler stein og ­fore­komst av
­skogs­mar­k, som en­ten ­be­står av ­for­ve­de­te ­busk­dan­nen­de ar­ter som tå­ler ­me­ka­nisk s­li­ta­sje ­for­år­sa­ket av
­strøm­men­de ­vann og ­om­rø­ring i ­sub­stra­tet, el­ler trær på ­mindre ­eks­po­ner­te ste­der."
3202,minor_type_scaled_T30-C-1,nb,<name>,Flom­skogs­mar­ker på ­grus og stein
3203,minor_type_scaled_T30-C-1,nb,<physiognomy>,"Va­rie­rer ­fra kratt og kratt­skog
på ­eks­po­ner­te ste­der ­næ­r elve­lø­pet (­grunn­ty­pe
2) ­til å­pen el­ler ­tet­te­re ­skog på ste­der ­der
­flom­på­virk­nin­gen er ­mindre, ­len­ger un­na elve­lø­pet
(­grunn­ty­pe 1). ­Ty­pis­ke ­do­mi­ne­ren­de ar­ter på
­eks­po­ner­te ste­der er klåve­d­ og vier, inn­over og
opp­over i ­flom­mar­ka ­kom­mer bjør­k og ­grå­or inn og blan­dings­skog og/el. kratt av ­grå­or, bjør­k og andre
borea­le lauv­tre­slag er ­ty­pisk. I kon­ti­nen­ta­le ­strøk ˜n­nes ogs­å ­ut­for­min­ger ­do­mi­ner­t av ­furu­ (­se ­bil­det).
Inn­sla­get av ­fjell­plan­ter ø­ker opp­over og ­mot ­nord, i ­fjel­let over­tar re­ne vier­ut­for­min­ger. In­gen ­spe­si­el­t
kjenne­teg­nen­de ar­ter."
3204,minor_type_scaled_T30-C-2,nb,<ecological_characteristics>,"Van­ligs­te ­kart­leg­gings­en­het av ­flom­skogs­mar­k, som kan ­dek­ke sto­re ­area­ler
på elve­bred­der/elve­slet­ter som er ­do­mi­ner­t av ˜n­t ­se­di­ment­ma­te­ria­le. På ­flom­eks­po­ner­te ste­der kan
­på­lei­rin­gen av sand og ­sil­t ­væ­re stor. ­Ka­rak­te­ri­se­res av ­pe­riode­vis over­svøm­mel­se ­kom­bi­ner­t ­med e˙ek­tiv
d­re­ne­ring og svak hu­mus­dan­nel­se, ­sær­lig på ­de ­mest ­flom­ut­sat­te ste­de­ne."
3205,minor_type_scaled_T30-C-2,nb,<name>,Flom­skogs­mar­ker på
3206,minor_type_scaled_T30-C-2,nb,<physiognomy>,"På ­flom­eks­po­ner­te ste­der ­næ­r elve­lø­pet
(­grunn­ty­pe 4) va­ria­sjon ­fra rei­ne ­man­de­l­pil­kratt ­til
­skog av hvit­pil x skjør­pil, ­man­de­l­pil, andre sto­re
vier-ar­ter og/el­ler ­gråor. ­Fel­t- og ­bunn­sjik­t ­mang­ler
el­ler s­vær­t dår­lig ­ut­vik­let, ­sær­lig på ste­der ­med stor
­se­di­men­ta­sjon. På ­mindre ­flom­eks­po­ner­te ste­der
(­grunn­ty­pe 3) ­do­mi­ner­t av ­grå­or ­med va­ri­e­ren­de ­meng­de heg­g, sto­re vier­ar­ter og andre borea­le lauv­trær.
Of­te ­sam­men­ ­med el­ler i ­mo­sa­ikk ­med ­kilde­vanns­på­vir­ket ­flom­skogs­mar­k (T30-C-3). ­Felt­sjik­t arts­rik­t
­med ­man­ge ­ni­tro˜­le ar­ter. Våras­pek­t ­før lau­v-­sprett ­ty­pisk ­med bl.a. ri­ke­lig hvit­veis. ­Ty­pen har en
­ka­rak­te­ris­tisk ­fun­ga av ved­bo­en­de ­sopp."
3207,minor_type_scaled_T30-C-3,nb,<ecological_characteristics>,"Kart­leg­gings­en­he­ten ­fore­kom­mer på ­kilde­vanns­på­vir­ke­te, ˜n­ma­te­rial­ri­ke
­flom­mar­ker ­med høy og kon­stan­t ­fuk­tig­het ­gjen­nom­ ­det ­mes­te av ­vekst­se­son­gen. Van­lig ­ty­pe av
­flom­mark­skog, ­men ­dek­ker van­lig­vis ­mindre ­area­ler."
3208,minor_type_scaled_T30-C-3,nb,<name>,Kilde­på­vir­ke­de
3209,minor_type_scaled_T30-C-3,nb,<physiognomy>,"Skog, of­te å­pen, ­do­mi­ner­t av ­grå­or
­med va­ri­e­ren­de ­meng­de heg­g og sto­re vier­ar­ter. På
­mindre ­flom­ut­sat­te ste­der (­grunn­ty­pe 5) er ­felt­sjik­tet
of­te ­full­sten­dig ­do­mi­ner­t av høg­stau­der, ­først og
frem­st strutseving, ­med ­stør­re el­ler ­min-dre ­inn­hold
av andre ar­ter som kre­ver ­kilde­vanns-­på­virk­ning; ­næ­r
elve­lø­pet (­grunn­ty­pe 6) å­pen ­skog el­ler kratt ­der ­fuk­tig­hets­kre­ven­de ar­ter som ­bekke­blom, ­bekke­kar­se,
å­ker­myn­te, ­skog­siv­aks og ­for­glem­megei-ar­ter ­do­mi­ne­rer ­felt­sjik­tet. ­Ty­pen har ogs­å en ­ka­rak­te­ris­tisk
­fun­ga av ved­bo­en­de ­sopp."
3210,minor_type_scaled_T30-C-4,nb,<ecological_characteristics>,"Kart­leg­gings­en­he­ten opp­trer på ste­der som er sterk­t ­på­vir­ket av ­flom­, ­der
­ero­sjon er ­vik­ti­ge­re enn ­se­di­men­ta­sjon."
3211,minor_type_scaled_T30-C-4,nb,<name>,Ero­sjons­pre­get
3212,minor_type_scaled_T30-C-4,nb,<physiognomy>,"Vier­kratt, ­med ­dogg­pil som
­tyngde­punkt­ar­t i ­den­nes ­ut­bre­del­ses­om­rå­de, el­lers
­med inn­slag av ar­ter som ­grå­or, ­man­de­l­pil og
­svart­vier. Inne­hol­der ­for øv­rig ar­ter som ogs­å ˜n­nes
i ­de andre ­flom­skogs­marks-­kart­leg­gings­en­he­te­ne.
Rak­le- og ­blad­strø ­dek­ker ­grun­nen på
se­in­som­mer­en, ­det er s­vær­t ­li­ten hu­mus­dan­nel­se og ­bunn­sjik­tet er dår­lig ­ut­vik­let."
3213,minor_type_scaled_T31-C-1,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­
av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se
av å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og
­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift,
ved­hogst, tjære­bren­ning, et­c, i ­se­ter­drif­ten,
­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til
av­sko­gin­gen.
Boreal hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig
eng, og ve­ge­ta­sjo­nen ­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e
­kul­tur­markstil­knyt­te­de ar­ter ­fore­kom­mer. Kalk­fat­tig boreal frisk hei ­mang­ler in­ter­me­diæ­re el­ler ­mer kalkkre­ven­de
ar­ter og ­ka­rak­te­ri­se­res av ar­ter ­til­knyt­tet frisk ­mar­k. ­Tørke­to­le­ran­te ar­ter og lav har ­mindre ­be­tyd­ning. ­Gjen­gro­ing
­med ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei,
som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter.
­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter."
3214,minor_type_scaled_T31-C-1,nb,<name>,Kalk­fat­tig boreal frisk hei
3215,minor_type_scaled_T31-C-1,nb,<physiognomy>,"Boreal hei er åp­ne hei­prege­te, ­først
og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer u­ten
­do­mi­ne­ren­de tre­sjik­t
."
3216,minor_type_scaled_T31-C-10,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­
av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se
av å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær
og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst, tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t
tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal hei kjenne­teg­ne­s av at ­beite­tryk­ket
­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen ­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning
­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de ar­ter ­fore­kom­mer. Sterk­t kalk­rik boreal
frisk hei ­ka­rak­te­ri­se­res av sterk­t kalkkre­ven­de ar­ter og ar­ter ­til­knyt­tet frisk ­mar­k. ­Tørke­to­le­ran­te ar­ter og lav har
­mindre ­be­tyd­ning. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge
­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk
­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av
­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3217,minor_type_scaled_T31-C-10,nb,<name>,Sterk­t kalk­rik boreal frisk hei
3218,minor_type_scaled_T31-C-10,nb,<physiognomy>,"Boreal hei er åp­ne hei- el­ler s­vak­t
eng­prege­te, ­først og frem­st d­verg­busk­do­mi­ner­te
­na­tur­sys­te­mer u­ten ­do­mi­ne­ren­de tre­sjik­t
."
3219,minor_type_scaled_T31-C-11,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­ av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av
å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst,
tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal
hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen
­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de
ar­ter ­fore­kom­mer. Sterk­t kalk­rik boreal lyng­hei ­ka­rak­te­ri­se­res av sterk­t kalkkre­ven­de ar­ter og ar­ter som ­fa­vo­ri­se­res
av in­ter­me­diæ­re ­til s­vak­t ­tørkeustat­te ­for­hold. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t
ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei,
som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel
­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3220,minor_type_scaled_T31-C-11,nb,<name>,Sterk­t kalk­rik boreal lyng­hei
3221,minor_type_scaled_T31-C-11,nb,<physiognomy>,"Boreal hei er åp­ne hei- el­ler s­vak­t eng­prege­te, ­først og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer
u­ten ­do­mi­ne­ren­de tre­sjik­t
."
3222,minor_type_scaled_T31-C-12,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­ av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av
å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst,
tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal
hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen
­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de
ar­ter ­fore­kom­mer. Sterk­t kalk­rik boreal l­av­hei ­ka­rak­te­ri­se­res av sterk­t kalkkre­ven­de ar­ter og ­tørke­to­le­ran­te ar­ter
­med inn­slag av lav. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge
­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk
­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av
­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3223,minor_type_scaled_T31-C-12,nb,<name>,Sterk­t kalk­rik boreal l­av­hei
3224,minor_type_scaled_T31-C-12,nb,<physiognomy>,"Boreal hei er åp­ne hei- el­ler s­vak­t eng­prege­te, ­først og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer
u­ten ­do­mi­ne­ren­de tre­sjik­t
."
3225,minor_type_scaled_T31-C-13,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­ av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av
å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst,
tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal
hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen
­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de
ar­ter ­fore­kom­mer. In­ter­me­diær ­kilde­på­vir­ket boreal frisk hei ­mang­ler s­vak­t el­ler sterk­t kalkkre­ven­de ar­ter, og
inne­hol­der ar­ter ­til­knyt­tet frisk ­mar­k og som ­fa­vo­ri­se­res av ­kilde­vanns­på­virk­ning. ­Tørke­to­le­ran­te ar­ter og lav har
­li­ten ­be­tyd­ning. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge
­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk
­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av
­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3226,minor_type_scaled_T31-C-13,nb,<name>,In­ter­me­diær ­kilde­på­vir­ket boreal frisk hei
3227,minor_type_scaled_T31-C-13,nb,<physiognomy>,"Boreal hei er åp­ne hei­prege­te, ­først og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer u­ten ­do­mi­ne­ren­de
tre­sjik­t
."
3228,minor_type_scaled_T31-C-14,nb,<ecological_characteristics>,"Boreal hei er ­dan­net
ved­ av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær
og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst, tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t
tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal hei kjenne­teg­ne­s av at ­beite­tryk­ket
­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen ­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning
­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de ar­ter ­fore­kom­mer. Kalk­rik ­kilde­på­vir­ket
boreal frisk hei ­ka­rak­te­ri­se­res av s­vak­t ­til sterk­t kalkkre­ven­de ar­ter ­til­knyt­tet frisk ­mar­k og ar­ter som ­fa­vo­ri­se­res
av ­kilde­vanns­på­virk­ning. ­Tørke­to­le­ran­te ar­ter og lav har ­li­ten ­be­tyd­ning. ­Gjen­gro­ing ­med ø­ken­de ­busk- og
tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av
lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-
­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3229,minor_type_scaled_T31-C-14,nb,<name>,Kalk­rik ­kilde­på­vir­ket boreal frisk hei
3230,minor_type_scaled_T31-C-14,nb,<physiognomy>,"Boreal hei er åp­ne hei- el­ler s­vak­t
eng­prege­te, ­først og frem­st d­verg­busk­do­mi­ner­te
­na­tur­sys­te­mer u­ten ­do­mi­ne­ren­de tre­sjik­t
."
3231,minor_type_scaled_T31-C-2,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­
av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av
å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst,
tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal
hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen
­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de
ar­ter ­fore­kom­mer. Kalk­fat­tig boreal lyng­hei ­mang­ler in­ter­me­diæ­re el­ler ­mer kalkkre­ven­de ar­ter og pre­ges av ar­ter
som ­fa­vo­ri­se­res av in­ter­me­diæ­re ­til s­vak­t ­tørkeustat­te ­for­hold. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­
opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning,
og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har
som re­gel ­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3232,minor_type_scaled_T31-C-2,nb,<name>,Kalk­fat­tig boreal lyng­hei
3233,minor_type_scaled_T31-C-2,nb,<physiognomy>,"Boreal hei er åp­ne hei­prege­te, ­først
og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer u­ten
­do­mi­ne­ren­de tre­sjik­t
."
3234,minor_type_scaled_T31-C-3,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­
av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se
av å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og
­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift,
ved­hogst, tjære­bren­ning, et­c, i ­se­ter­drif­ten,
­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til
av­sko­gin­gen.
Boreal hei kjenne­teg­ne­s av at ­beite­tryk­ket
­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig
eng, og ve­ge­ta­sjo­nen ­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e
­kul­tur­markstil­knyt­te­de ar­ter ­fore­kom­mer. Kalk­fat­tig boreal l­av­hei ­mang­ler in­ter­me­diæ­re el­ler ­mer kalkkre­ven­de
ar­ter og ­ka­rak­te­ri­se­res av ­tørke­to­le­ran­te ar­ter ­med inn­slag av lav. ­Gjen­gro­ing ­med ø­ken­de ­busk- og tre­dek­ning ved­
opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei, som ­ka­rak­te­ri­se­res av lyng­bren­ning,
og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter. ­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har
som re­gel ­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3235,minor_type_scaled_T31-C-3,nb,<name>,Kalk­fat­tig boreal l­av­hei
3236,minor_type_scaled_T31-C-3,nb,<physiognomy>,"Boreal hei er åp­ne hei­prege­te, ­først
og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer u­ten
­do­mi­ne­ren­de tre­sjik­t
."
3237,minor_type_scaled_T31-C-4,nb,<ecological_characteristics>,"Boreal hei er ­dan­net ved­
av­sko­ging av ­fast­marks­skogs­mar­k og opp­rett­hol­del­se av
å­pen ­mar­k ­gjen­nom­ ryd­ding av kratt og trær og ­som­mer­bei­te ­med ­mo­de­rat ­beite­trykk
. ­Se­ter­drift, ved­hogst,
tjære­bren­ning, et­c, i ­se­ter­drif­ten, ­sam­t tre­kull­pro­duk­sjon ­til ­gru­ver er år­sa­ken ­til av­sko­gin­gen.
Boreal
hei kjenne­teg­ne­s av at ­beite­tryk­ket ­gjen­nom­gå­en­de var, og er, ­sva­ke­re enn i ­se­mi-­na­tur­lig eng, og ve­ge­ta­sjo­nen
­do­mi­ne­res av lyng­veks­ter i ­mot­set­ning ­til ­gras og ur­ter i eng. Inn­slag av ­skogsar­ter og ­no­e ­kul­tur­markstil­knyt­te­de
ar­ter ­fore­kom­mer. In­ter­me­diær boreal frisk hei ­mang­ler ­mang­ler s­vak­t kalk­rike el­ler ­mer kalkkre­ven­de ar­ter og
­ka­rak­te­ri­se­res av ar­ter ­til­knyt­tet frisk ­mar­k. ­Tørke­to­le­ran­te ar­ter og lav har ­mindre ­be­tyd­ning. ­Gjen­gro­ing ­med
ø­ken­de ­busk- og tre­dek­ning ved­ opp­hør av spred­t ut­marks­bei­te. ­Vans­ke­li­ge ­over­gangs­for­mer ­mot ­kyst­lyng­hei,
som ­ka­rak­te­ri­se­res av lyng­bren­ning, og ­fjell­hei, som ­lig­ger over ­kli­ma­tisk ­skog­gren­se og ­ka­rak­te­ri­se­res av ­fjel­lar­ter.
­Gjen­g­ro­en­de ­se­mi-­na­tur­lig eng har som re­gel ­ty­de­li­ge­re inn­slag av ­kul­tur­markstil­knyt­te­de ­gras og ur­ter
."
3238,minor_type_scaled_T31-C-4,nb,<name>,In­ter­me­diær boreal frisk hei
3239,minor_type_scaled_T31-C-4,nb,<physiognomy>,"Boreal hei er åp­ne hei­prege­te, ­først
og frem­st d­verg­busk­do­mi­ner­te ­na­tur­sys­te­mer u­ten
­do­mi­ne­ren­de tre­sjik­t
."
